968.1 293.1 5.4  
121.0 291.5 6.0 1.1 -1.8
335.0 292.2 5.0 1.1 -1.8
556.0 293.1 5.0 1.3 -2.0
781.0 294.0 4.0 2.0 -2.3
1011.0 294.9 4.0 3.0 -2.7
1488.0 295.9 4.0 5.6 -3.2
1986.0 297.1 4.0 7.2 -2.9
3061.0 300.5 3.0 8.8 1.6
4268.0 306.4 2.0 15.2 6.1
5664.0 315.6 1.0 25.0 9.3
7317.3 324.0 0.0 31.0 18.0
9340.3 330.0 0.0 34.0 21.7
10556.2 335.3 0.0 37.0 18.0
11983.7 347.4 0.0 39.0 21.3
13823.9 380.2 0.0 31.3 10.7
16395.8 432.0 0.0 23.0 3.7
18633.9 484.1 0.0 18.3 6.7
20744.8 552.0 0.0 10.0 1.3
