948.0 18.8 3  
396.0 294.9 3 9.9 -1.0
610.0 295.0 3 17.4 -4.7
774.0 295.0 3 17.4 -4.7
783.0 295.1 3 17.4 -4.7
914.0 295.3 3 20.7 -3.6
1219.0 295.8 3 18.7 -3.3
1482.0 296.2 3 14.0 0.0
1829.0 296.7 3 8.7 2.3
2134.0 297.0 2 5.8 6.9
2281.0 297.2 2 5.4 8.4
2438.0 297.2 2 4.6 10.0
2743.0 297.0 3 6.4 7.7
2996.0 296.9 3 7.7 9.2
3048.0 297.6 3 8.4 10.0
3052.0 297.7 3 12.2 4.4
3281.0 300.8 4 12.0 -0.6
3353.0 301.2 4 11.8 -2.1
3658.0 302.6 3 27.9 -2.4
3962.0 304.1 3 34.9 -3.1
4030.0 304.3 3 33.0 1.2
4267.0 306.3 2 25.4 11.8
4572.0 308.9 2 20.5 20.5
4821.0 311.0 2 27.2 23.6
4877.0 311.3 2 28.3 23.8
5486.0 314.6 2 40.3 40.3
5660.0 315.5 2 40.3 40.3
6096.0 317.6 1 43.1 43.1
6790.0 320.8 1 46.8 42.2
7320.0 322.5 1 49.8 41.8
7620.0 323.6 0 52.1 43.7
7864.0 324.5 0 53.6 45.0
9144.0 327.6 0 60.5 50.8
9350.0 328.2 0 60.5 50.8
9441.0 328.3 0 61.3 51.4
9838.0 329.9 0 62.8 52.7
10058.0 330.1 0 64.3 54.0
10483.0 330.3 0 65.5 47.6
10560.0 330.6 0 66.4 46.5
10668.0 330.9 0 65.5 45.9
10988.0 332.3 0 68.0 47.6
11183.0 333.1 0 69.6 48.8
11278.0 333.4 0 70.4 49.3
11382.0 333.9 0 63.6 53.4
11470.0 335.5 0 61.7 55.5
11739.0 340.6 0 57.3 61.4
11887.0 344.6 0 54.6 65.1
11895.0 344.8 0 54.6 65.1
11990.0 345.7 0 60.8 60.8
12452.0 350.3 0 69.2 56.0
12803.0 357.5 0 74.5 52.2
12875.0 359.0 0 74.5 52.2
13106.0 360.1 0 74.5 52.2
13136.0 360.3 0 74.6 50.3
13408.0 369.4 0 76.1 35.5
13411.0 369.5 0 76.1 35.5
13716.0 372.3 0 51.3 43.1
13736.0 372.5 0 52.1 45.3
13820.0 374.2 0 53.0 53.0
13992.0 377.2 0 57.4 49.9
14021.0 378.7 0 58.2 48.9
14125.0 384.6 0 56.7 47.6
15240.0 397.2 0 42.6 29.8
15248.0 397.4 0 45.9 26.5
15919.0 412.6 0 44.0 21.5
16154.0 415.6 0 42.6 19.9
16410.0 419.1 0 30.3 21.2
16764.0 422.7 0 30.3 21.2
17202.0 427.2 0 25.0 25.9
17374.0 431.8 0 22.5 26.8
17441.0 433.5 0 23.6 24.5
17678.0 434.4 0 27.7 16.0
17961.0 435.2 0 21.8 17.6
17983.0 435.9 0 21.4 18.0
18288.0 445.0 0 38.5 14.0
18593.0 454.5 0 36.9 3.2
18640.0 455.9 0 36.4 6.4
18933.0 466.4 0 32.9 2.9
19202.0 467.9 0 30.0 0.0
19390.0 469.1 0 26.9 2.8
19507.0 478.6 0 24.6 4.3
19564.0 483.5 0 26.3 6.1
19724.0 487.5 0 28.9 11.1
19812.0 490.1 0 30.8 14.4
20091.0 498.3 0 33.0 1.2
20117.0 498.4 0 33.0 0.0
20422.0 499.0 0 7.1 -8.4
20726.0 499.9 0 3.9 -0.7
20760.0 500.0 0 7.9 1.4
20937.0 503.1 0 8.9 1.6
21031.0 506.2 0 9.8 1.7
21336.0 516.7 0 17.7 3.1
21641.0 527.5 0 29.0 0.0
21823.0 533.7 0 17.4 -4.7
21946.0 534.9 0 9.1 -4.2
22250.0 538.0 0 1.8 0.8
22449.0 540.0 0 3.4 6.1
22555.0 544.0 0 1.7 9.8
22860.0 555.8 0 22.7 4.0
23071.0 564.4 0 18.9 -2.3
23165.0 566.2 0 16.4 -4.4
23470.0 572.4 0 14.8 -2.6
23774.0 579.1 0 11.8 -2.1
23970.0 582.9 0 8.2 -3.8
24079.0 584.7 0 7.7 -6.4
24118.0 585.2 0 8.1 -5.9
24384.0 593.4 0 11.8 -2.1
24689.0 602.6 0 3.8 -10.3
24994.0 612.4 0 2.1 -4.5
25298.0 622.3 0 8.4 -10.0
25603.0 631.8 0 7.7 -9.2
25908.0 641.8 0 10.9 -5.1
26530.0 663.1 0 1.2 -6.9
26518.0 663.1 0 6.2 -16.9
26822.0 673.1 0 0.9 -10.0
27127.0 684.0 0 9.4 -3.4
27432.0 694.2 0 8.7 -2.3
27737.0 705.2 0 7.8 -7.8
28042.0 716.5 0 10.8 -1.9
28155.0 721.1 0 10.7 -2.7
28407.0 724.6 0 9.3 -3.7
28651.0 735.5 0 8.7 -5.0
29261.0 760.4 0 13.0 1.1
29566.0 773.8 0 15.4 -7.2
29870.0 787.9 0 20.3 -5.4
30480.0 816.6 0 17.2 -12.0
30733.0 828.1 0 18.4 -7.8
30990.0 835.9 0 18.7 -3.3
31090.0 841.1 0 10.6 -7.5
31394.0 852.0 0 16.9 -1.5
32004.0 875.1 0 14.5 -6.8
32295.0 887.8 0 16.1 -5.5
32458.0 892.5 0 17.3 -5.0
33223.0 935.8 0 21.0 0.0
33528.0 952.4 0 26.6 -4.7
33833.0 969.8 0 29.0 -7.8
